cip6,soc6,naics6
52.0201,13-1071,561311
52.1401,Nov-98,624110
52.0201,15-1211,334118
NA,21-1093,624229
50.0409,27-3031,722511
45.0601,13-1071,561311
52.1401,43-6011,722511
52.0601,41-1011,722515
14.0901,15-1256,444130
14.0701,21-1093,NA
14.0903,15-1256,334118
52.0301,43-3031,NA
45.0601,13-2011,523920
52.0201,22-Nov,NA
11.0101,15-1212,334111
52.0201,43-4051,NA
9.01,27-1024,624110
52.0201,41-1011,722511
NA,51-1011,722511
44.0701,43-4161,444130
NA,43-4051,312111
52.0801,41-1011,NA
52.1401,41-3091,339950
54.0101,22-Nov,NA
52.1401,35-3031,722511
52.0201,17-2199,444130
NA,Nov-51,624110
NA,19-2021,541713
52.1401,13-1121,722511
52.0201,41-2031,NA
52.1001,15-1232,623311
52.0301,Nov-31,541990
52.0201,41-4012,488510
52.1401,22-Nov,442110
52.0101,13-1071,561311
NA,41-2031,444130
52.0203,17-2112,492110
13.0101,25-9045,624410
52.2001,13-1198,624229
43.0103,43-6014,NA
11.0701,15-1256,444130
NA,Nov-31,523920
24.0102,53-2031,481111
52.1401,43-3021,NA
52.0201,Nov-98,444130
42.0101,11-Nov,NA
45.1001,43-1011,541618
52.1401,13-1071,561311
9.01,13-1198,444130
52.0201,21-1093,444130
14.0301,15-2031,444130
42.0101,25-9044,611310
52.0804,41-2031,444130
13.0101,25-2011,624410
9.0102,41-3091,492110
NA,43-5011,481111
50.0409,27-1026,444130
43.0102,41-2011,444130
30,31-1128,621610
52.0101,99-9999,492110
14.0101,17-2131,324110
52.0201,43-4051,561311
41,Nov-41,561311
19.0701,13-1071,561311
45.1001,15-1244,NA
19.0701,21-Nov,722511
NA,41-3011,531210
52.1908,41-3091,492110
24.0102,41-2031,444130
52.1401,41-9041,541620
14.0801,41-2031,444130
52.0203,33-1099,492110
52.1001,13-1198,492110
52.0201,29-2098,813212
31.0501,15-1232,334118
45.0601,99-9999,611620
26.0101,41-1011,444130
52.0201,11-1021,721110
31.0504,41-1012,NA
43.01,53-1047,492110
52.0201,43-3031,812990
52.1401,31-1128,621610
52.1401,33-1099,444130
14.0701,99-9999,NA
51.3801,29-1141,621111
52.1401,Nov-98,722511
NA,27-2022,611110
52.2001,49-1011,492110
23.0101,41-1011,492110
52.0201,43-1011,561311
31.0501,41-2021,444130
46,17-2199,236220
52.0201,11-1021,722511
52.0201,Nov-98,441110
44.0701,25-2012,624410
NA,15-1212,334111
52.0301,13-2011,523920
45.1001,25-1099,621111
52.1401,43-6014,236220
51.3801,43-6011,561311
50.0506,99-9999,NA
42.0101,41-9022,236210
NA,35-3023,722511
52.0203,43-6014,NA
45.1001,27-3091,541930
14.1901,41-1011,492110
52.0201,49-1011,492110
52.0201,Nov-98,492110
NA,11-Nov,621610
14.0501,11-Nov,NA
NA,27-3023,551112
51.2201,13-1161,813212
26.0901,41-4012,484122
11.0701,15-1256,444130
50.0702,43-6011,NA
42.0101,Nov-98,624110
52.0101,41-2031,NA
45.1101,Nov-98,624110
52.0203,43-4141,522110
52.0201,41-4012,492110
45.1101,41-4012,441310
13.0301,25-3097,624410
52.0201,49-9071,444130
52.0201,53-3031,492110
31.0501,Nov-98,444130
52.1001,43-1011,NA
45.1101,Nov-51,624110
9.01,41-3091,492110
26.0101,25-9044,621111
NA,53-7065,444130
26.0101,21-Nov,444130
11.0701,53-7062,492110
45.1101,41-4012,562111
42.0101,43-6011,NA
9.0102,99-9999,492110
23.0101,99-9999,518210
50.0501,43-1011,722515
52.0201,13-1161,424990
45.0601,Nov-98,444130
45.0605,13-1071,561311
45.0601,43-1011,441110
52.1401,43-4051,492110
51.3801,53-7062,492110
45.1001,41-2011,722511
52.0801,43-4051,561311
9.01,53-7062,492110
51.3801,11-Nov,622110
9.01,Nov-41,541519
52.0201,13-1198,444130
52.1401,21-Nov,722511
14.1001,47-1011,492110
52.1001,13-1071,522320
45.0601,41-4012,312111
14.1901,17-2141,331318
45.0201,43-4051,424110
52.0301,99-9999,523920
45.1001,23-2099,NA
52.0201,21-Nov,722511
52.0201,21-Nov,541219
52.0101,41-1012,541611
52.0801,Nov-98,236117
11.0701,41-2031,444130
52.0201,Nov-32,236117
26.0101,47-1011,518210
52.0201,13-1071,561311
4.0201,43-1011,492110
14.1901,17-2112,326199
52.0301,13-2011,NA
27.0101,15-1232,NA
51.2308,29-1122,623311
45.0601,99-9999,523910
52.0203,19-3099,312111
14.1901,17-2199,332911
45.1101,15-1232,561311
52.1401,99-9999,624229
44.0701,53-2031,481111
30,53-6021,NA
11.0701,53-7062,492110
42.0101,21-Nov,722511
52.0201,41-4012,312111
31.0501,41-9022,531110
45.1101,25-9045,624410
14.1901,19-4099,611310
14.0501,17-2112,492110
52.0801,13-2098,221210
11.0101,13-1111,523920
45.1001,43-1011,621111
52.0201,53-1047,492110
52.0201,41-2031,444130
14.2501,11-1021,722511
45.0901,25-1099,621111
11.0701,41-9099,NA
52.1201,15-1244,334118
52.0201,41-1011,444130
52.0203,13-1071,444130
52.0101,27-3031,518210
NA,41-2031,444130
14.1901,Nov-98,492110
14.0501,41-2031,444130
52.1101,99-9999,444130
52.1401,43-1011,492110
45.0201,25-9045,611110
14.1001,17-2071,561621
46,17-2072,236220
42.0101,99-9999,722511
NA,29-9091,NA
31.0501,31-1128,621610
50.0702,37-3011,492110
14.3501,17-2112,322211
11.0701,27-2012,722511
52.0201,43-3031,NA
11.0701,15-1244,444130
42.0101,43-4051,561311
NA,Nov-51,624110
NA,17-2081,326199
40.0501,11-1021,453220
52.0201,41-2031,444130
NA,19-4099,NA
9.0401,Nov-98,722511
52.1401,41-4012,339940
NA,43-4051,444130
51.3801,29-1141,NA
42.0101,43-1011,236210
14.1901,17-2199,333922
42.0101,53-7062,492110
52.0201,43-4051,444130
9.01,43-4051,492110
43.01,41-2011,447110
52.0201,11-1021,492110
11.0801,21-Nov,441110
26.0101,19-4099,621111
52.0201,99-9999,722513
9.01,Nov-41,531110
9.0903,15-2098,NA
52.0201,11-1021,NA
23.0101,Nov-41,813212
51.3801,31-1128,621610
NA,21-1093,624110
52.0201,53-7065,444130
52.1101,41-1011,NA
52.0201,Nov-31,NA
45.0601,43-4051,523920
45.0601,99-9999,523920
45.0601,43-4051,523920
14.1901,19-4099,611310
52.1902,41-1011,NA
NA,43-4051,312111
NA,41-4012,492110
9.0102,21-Nov,722511
50.0501,41-2011,444130
43.0102,Nov-98,236117
52.0801,27-3031,492110
13.1312,25-2031,NA
NA,41-3011,424110
13.0101,25-3097,624410
52.0301,35-1012,722511
52.0201,53-3033,492110
51.0204,41-3011,551112
NA,51-1011,492110
52.1401,43-4051,492110
52.0201,27-3031,NA
NA,Nov-31,624410
52.0801,22-Nov,722513
52.1401,41-1011,NA
52.0201,43-6014,624410
1.1001,15-1256,312111
11.0701,17-2199,523920
52.0201,15-1244,444130
45.0601,43-1011,722511
13.0101,22-Nov,492110
14.1901,51-1011,492110
52.0201,13-2011,492110
11.0701,15-1256,444130
52.0801,Nov-98,722513
44.0401,Nov-98,444130
52.0203,53-7063,492110
45.0601,15-1256,611420
52.1401,41-9011,551112
52.0201,21-Nov,722511
52.0301,35-3031,722511
51.3801,29-1141,622110
52.0201,Nov-98,722511
45.0601,41-2031,444130
50.0504,27-3031,NA
23.1302,Nov-98,453220
9.0102,13-1071,561311
45.0201,41-3091,492110
13.0101,Nov-98,NA
14.0101,47-1011,492110
NA,22-Nov,423220
9.0903,21-Nov,551112
11.0701,25-2021,624110
52.0201,13-1071,561311
NA,35-3011,722511
NA,41-3091,492110
9.01,43-4051,485991
50.0401,51-9071,517311
14.0801,Nov-51,236220
52.0301,35-3031,722511
9.01,41-2031,NA
52.1401,43-4051,561311
27.0101,Nov-98,722511
52.0301,43-4051,447110
11.0701,15-1256,444130
NA,15-1241,334210
45.0701,41-4012,339113
52.1401,27-1026,444130
50.0901,Nov-98,447110
26.0101,43-5071,444130
31.0501,41-2011,444130
51.3801,29-1141,621610
31.0501,Nov-51,621610
51.3801,29-1141,621111
43.0102,35-3031,541990
52.1401,22-Nov,441310
51.3801,11-Nov,621111
43.01,33-9098,444130
50.0702,23-2011,541110
50.0605,Nov-98,722511
45.0201,19-4099,611310
NA,Nov-61,541511
9.0102,13-1071,561311
51.3801,29-1141,621610
9.0401,99-9999,624110
52.1101,13-1151,722511
52.1401,Nov-98,722511
14.0901,15-2098,NA
51.3801,29-1141,622110
52.0201,27-3011,481111
9.01,41-3091,515210
52.0201,41-2011,722511
52.0201,41-4012,492110
27.0101,53-7062,492110
44.0701,31-1128,621610
24.0102,Nov-98,444130
52.0801,43-3031,NA
52.0201,13-1151,NA
26.0101,35-1012,722310
26.0701,25-9045,624410
NA,43-4051,561311
9.0903,41-2031,443142
9.01,35-9031,236117
NA,53-3033,492110
13.0101,13-1161,624229
52.1401,22-Nov,325412
9.0701,51-9061,492110
11.0701,41-2031,444130
42.0101,22-Nov,NA
45.0101,21-1092,922110
52.1401,22-Nov,236117
52.0201,43-6014,518210
NA,22-Nov,522320
9.01,13-1161,NA
40.0801,29-1228,NA
52.1401,53-7065,444130
52.0201,43-9021,551112
24.0102,41-1011,443142
52.1401,53-7062,492110
9.01,53-7062,492110
NA,41-2011,444130
45.0401,35-3011,722511
52.1401,13-2098,522110
52.1401,13-1071,561311
52.0701,11-1021,722511
31.0501,Nov-51,621610
9.0401,43-4051,561311
52.0101,41-1011,NA
40.0501,19-4099,611310
51,43-4171,722511
NA,41-2031,444130
52.1001,13-1071,561311
26.0101,41-3091,444130
46,17-2199,236220
50.0901,43-1011,NA
9.0902,27-1024,236117
50.0702,43-4081,444130
52.0201,22-Nov,NA
45.0601,41-3031,523920
14.0901,15-1256,444130
NA,15-1211,622110
52.0201,17-2141,326199
9.0402,11-1021,NA
51.0202,21-1021,624110
52.0213,11-1011,722511
9.0102,41-2031,236117
52.0201,43-1011,623311
45.0601,41-1011,NA
11.0701,15-1244,444130
51.3801,11-Nov,621610
14.1901,17-2199,236220
52.0101,43-4151,522298
54.0101,53-7062,444130
52.1401,43-4051,492110
14.3501,Nov-51,322211
42.0101,13-1081,444130
52.0201,15-1212,444130
52.1401,43-1011,485111
52.1201,15-1211,561311
52.1201,43-4051,523920
50.0301,21-Nov,531210
3.0104,43-4051,444130
9.01,19-4099,611310
52.1401,Nov-98,444130
NA,13-1028,236117
52.0301,43-4051,443142
24.0102,41-4012,423310
52.0101,Nov-98,236117
11.0701,53-7062,492110
9.0401,11-1011,NA
45.1101,17-2112,492110
9.0401,13-1151,NA
27.0101,41-4012,444130
9.01,43-4171,551112
9.01,27-1026,312111
16.0905,41-2011,444130
52.1401,53-7121,492110
9.0903,35-3011,722511
52.0201,43-1011,442110
1.0901,53-3033,722511
9.0401,25-2011,624410
45.1101,41-4012,492110
52.0201,11-1021,561320
52.0201,33-2011,922160
11.0101,13-1198,NA
NA,13-1031,811198
14.0701,19-4099,611310
11.0701,Nov-98,444130
12.05,43-1011,722513
NA,41-2011,444130
42.0101,41-3091,492110
52.0203,13-1028,236117
45.1101,Nov-33,NA
52.0201,21-Nov,312111
52.1401,43-4051,561311
42.0101,13-1071,541219
45.0601,Nov-41,531110
52.0201,Nov-98,492110
9.0102,43-4051,481111
52.0801,13-2098,541511
52.0201,41-4012,NA
24.0102,35-2021,722511
44.0701,41-2031,444130
31.0501,25-2012,624410
42.0101,Nov-51,813319
52.0201,15-1211,492110
9.0102,41-9011,551112
51.2201,13-1111,621111
52.0101,43-5071,444130
NA,41-1011,492110
44.0701,25-3097,624410
1,21-1093,444130
NA,Nov-98,722511
31.0501,11-1021,531110
52.0301,13-2011,492110
43.01,13-1071,NA
50.0601,51-4031,551112
52.1101,41-4012,492110
NA,19-4099,621111
4.0201,Nov-98,531390
52.0201,41-4012,492110
42.0101,Nov-71,488510
52.0101,41-2021,441310
14.1901,19-4099,611310
52.0201,41-4012,312111
52.1401,Nov-98,722511
42.0101,25-9044,611310
42.0101,21-1099,621610
26.0101,41-9012,NA
51,43-6013,453998
NA,Nov-41,522298
52.0201,Nov-33,611110
NA,13-1071,561311
45.0601,41-4012,423310
52.1908,21-Nov,722511
42.0101,29-2098,813212
52.0101,13-1071,561311
52.0201,43-4051,236118
9.0903,13-1071,561311
11.0701,21-Nov,NA
52.0201,43-1011,453220
52.0201,43-4141,522110
51.1201,99-9999,621111
52.0205,53-1047,492110
52.0301,41-4012,492110
9.0903,13-1161,711130
52.0101,43-5011,484121
NA,53-7062,492110
45.0601,13-2098,531390
11.0701,15-1256,492110
14.1001,11-1011,611691
13.0101,13-1071,561311
52.0301,41-2031,444130
NA,35-3031,722511
52.0201,Nov-98,551114
9.0903,Nov-98,722511
NA,Nov-98,441110
44.0401,41-2031,444130
26.0101,41-3091,492110
38.0101,53-7065,444130
52.0801,13-2011,541512
9.01,13-1151,722511
19.0701,25-3031,624410
42.0101,13-1161,722511
52.0201,17-2072,334118
52.0201,51-1011,492110
42.0101,29-2098,813212
52.1401,53-3033,492110
9.0102,13-2072,522292
44.0701,21-1093,813212
9.0102,13-1071,561312
26.1302,99-9999,722511
14.0101,Nov-98,492110
40.0801,19-4099,611310
42.0101,43-9061,NA
50.0901,51-9032,551112
52.0801,13-1041,523920
52.0201,41-2031,444130
52.0301,53-3033,492110
52.0201,43-3071,522110
NA,41-4012,444130
52.1401,41-1011,444130
45.1001,53-7062,492110
9.0902,43-4051,561311
52.0201,Nov-98,722511
52.0203,Nov-98,492110
27.0301,15-1231,334118
43.01,Nov-98,722511
52.2001,43-5061,236117
9.0102,43-6011,515210
45.1101,Nov-98,444130
30,25-2021,611110
14.0903,15-1256,334118
52.0201,Nov-98,444130
52.0201,53-7062,492110
45.1001,31-1131,621610
52.0201,41-4012,NA
52.0201,13-1198,NA
NA,29-9091,454390
9.01,13-2098,424110
27.0301,15-1241,523920
19.0701,13-1071,561311
50.0901,43-4051,711130
23.0101,13-1151,722511
11.0701,13-1111,NA
44.0701,29-2098,813212
31.0501,11-1021,722511
45.0201,53-1047,444130
45.0601,35-3031,722511
14.0901,15-1256,334118
9.0102,27-3031,NA
13.0101,25-3097,624410
52.0201,13-2011,492110
30,29-2053,622210
NA,41-2011,444130
52.0201,43-4051,444130
42.0101,41-9022,531110
45.0601,13-1111,NA
NA,43-4051,NA
NA,Nov-51,442210
52.0201,43-4051,488510
42.0101,41-4012,NA
52.0203,13-1028,423310
43.0102,53-7062,492110
14.0901,19-4099,611310
52.1401,41-3091,NA
26.0102,53-6021,561311
42.0101,41-1011,NA
52.0801,13-1071,561311
27.0101,25-2031,611110
14.0801,Nov-98,492110
9.01,27-1011,722511
14.1901,17-2112,481111
51.3801,29-1141,621111
54.0101,Nov-41,531110
9.01,13-1071,561320
27.0101,25-3097,611110
31.0501,51-8012,492110
11.0701,15-1256,444130
NA,53-7121,492110
11.0701,15-1232,444130
52.0201,99-9999,444130
54.0101,41-3021,444130
52.0201,Nov-51,722511
52.0201,99-9999,492110
9.0102,13-1198,722511
NA,Nov-51,813212
9.0903,41-3011,551112
26.0101,21-1022,923120
52.0201,53-3058,492110
52.0801,43-4131,236117
52.0801,41-2031,444130
43.0102,43-1011,447190
23.0101,13-1071,813212
52.1401,15-1256,425120
52.1401,41-2031,NA
52.0301,13-2098,523920
9.0903,13-1071,561311
31.0501,Nov-98,492110
9.0902,13-1071,561311
NA,51-1011,722511
9.01,43-1011,515210
45.0601,43-1011,334118
52.0801,53-1047,492110
9.01,13-1161,423610
52.1401,41-9022,531110
9.01,22-Nov,721110
42.0101,Nov-51,722511
9.0102,13-1071,561311
27.0101,17-2112,492110
45.0601,15-1256,444130
23.0101,25-2031,611110
14.1901,17-2141,492110
31.0501,31-2021,453998
52.0101,13-2098,522110
44.0401,43-4051,561311
52.0801,43-4051,523920
42.0101,41-3091,NA
52.0201,53-3032,492110
23.0101,27-3042,561311
11.0101,15-1256,334118
45.1101,53-3033,492110
NA,11-1021,624410
26.1501,41-2031,621399
52.1902,41-4012,NA
13.1312,11-1011,611110
26.0101,99-9999,NA
52.0201,15-1244,541512
26.0502,41-4012,NA
14.1901,17-2071,333922
45.0601,53-7065,NA
52.0101,53-3033,492110
42.0101,15-1232,813212
52.1401,51-1011,492110
51.2201,21-1093,541613
43.01,41-2011,444130
52.0201,43-9051,561311
26.0502,29-2018,312111
9.0102,35-1011,722513
NA,43-1011,337910
9.01,13-1071,561311
40.0801,Nov-51,722511
NA,41-2011,722511
NA,13-1151,722511
51.3801,21-1023,623311
11.0701,51-9061,541330
52.0101,43-4051,523920
NA,33-9092,624110
42.0101,43-9061,561311
51.3801,29-1141,621111
13.1302,43-3031,531110
52.0201,41-2031,444130
23.0101,27-3042,561311
44.0501,21-1093,624229
52.0201,15-1251,NA
NA,53-1047,492110
52.0101,43-4051,561311
42.0101,27-3041,NA
14.2501,41-4012,444130
52.0201,Nov-31,722511
14.1001,19-4099,611310
9.0903,Nov-41,531110
19.0701,29-2098,813212
40.0501,41-2011,444130
9.0903,Nov-98,443142
51.3801,29-1141,623311
50.0709,99-9999,NA
45.0401,53-3032,441310
51.3801,21-1023,524114
52.1401,Nov-98,541690
42.0101,35-1012,722511
14.1901,19-4099,NA
52.1401,41-3091,561320
14.3501,35-3031,722511
NA,13-1028,326199
9.01,41-4012,492110
19.0701,Nov-31,624410
52.0201,53-7062,492110
43.0102,Nov-98,722511
50.0605,21-Nov,444130
52.0301,13-2011,492110
43.01,Nov-71,444130
52.0101,13-2011,541512
NA,25-3097,624110
NA,13-2011,492110
52.0201,25-2052,624410
51.3801,99-9999,813212
52.0201,41-9022,531110
52.0201,15-1211,561110
52.0201,43-4161,492110
31.0501,25-2031,624410
54.0101,25-9045,624410
31.0504,13-1071,561311
14.0101,15-1299,NA
52.0101,Nov-98,444130
52.0201,99-9999,722515
45.0601,43-1011,492110
9.0102,27-3023,NA
31.0508,43-4051,813212
9.01,13-1151,722511
52.0301,27-1026,444130
44.0501,41-9011,722511
42.0101,25-3031,611110
52.0301,Nov-98,722511
52.1401,27-1029,NA
26.0801,25-1099,621111
52.0201,17-3025,561790
50.0409,27-1024,NA
40.0501,17-3026,312111
52.0301,13-1111,334118
52.0203,13-1198,NA
52.1401,41-4012,492110
42.0101,51-1011,492110
31.0501,11-1011,NA
NA,99-9999,561311
9.01,43-1011,721110
43.0102,35-3011,722511
13.0101,Nov-98,624110
50.0605,Nov-33,NA
51,13-1071,561311
51.3801,29-1141,541990
19.0504,41-9022,541519
NA,15-1244,522320
40.0601,41-2031,444130
52.1401,51-9198,NA
9.0102,Nov-98,444130
16.0905,11-Nov,551112
11.0701,15-1256,444130
26.0101,41-4012,444130
45.1001,27-4012,551112
52.0201,41-4012,NA
52.0201,43-4051,523920
NA,13-1071,238220
51.3801,11-Nov,623110
52.0801,53-7062,492110
NA,49-9071,492110
14.1901,17-2112,333611
9.0102,22-Nov,721110
52.0203,51-1011,492110
14.0801,19-4099,611310
51.0001,21-1012,NA
52.0201,13-1111,523920
45.0601,15-1256,444130
19.0701,29-2098,813212
52.0801,53-3031,492110
9.01,11-1021,445299
52.1001,43-4161,441210
NA,53-1047,492110
31.0501,41-3091,541613
14.0101,21-Nov,NA
52.0301,53-3033,722511
52.1401,43-1011,561311
NA,15-2031,444130
9.0903,21-Nov,525910
51.3801,29-1141,621111
52.0201,13-2053,NA
24.0102,13-1151,722511
45.0701,99-9999,492110
52.0201,Nov-31,561311
51.3801,35-1012,722511
50.0901,25-2031,NA
52.0201,21-Nov,561311
14.1901,17-2112,492110
52.0201,47-1011,492110
45.0601,13-1161,521110
52.0201,41-2031,444130
42.0101,25-2011,624410
14.1901,99-9999,722511
51.3801,Nov-51,722511
52.0206,53-7065,444130
45.1001,13-2098,492110
9.0102,41-1012,442110
30.4101,53-7199,492110
52.1401,41-3091,561311
14.0101,15-1232,561311
42.0101,Nov-51,722511
NA,43-4051,492110
14.0301,17-2081,326199
51.2201,21-1091,923120
19.0504,41-3091,561311
NA,Nov-98,492110
52.0201,11-1021,722511
14.4801,53-7065,444130
45.0601,43-3031,621610
42.0101,Nov-33,NA
14.0801,43-1011,236220
14.0701,Nov-98,443142
19.0504,41-1012,444130
52.1401,43-3031,541330
52.0201,Nov-31,522110
52.0201,35-3023,441110
42.0101,Nov-98,NA
9.0903,13-1198,541611
NA,15-1232,561311
51.3801,29-1141,621610
52.1001,21-Nov,561312
52.0101,13-2098,492110
NA,51-1011,492110
52.0101,41-2031,236117
14.0701,15-1299,541511
9.0701,51-9198,551112
52.1001,43-4161,722511
50.0901,43-6011,722511
10.0304,99-9999,492110
NA,21-Nov,447110
14.1001,11-Nov,722511
52.0203,27-3031,NA
16.0905,43-1011,561311
43.01,43-4051,442110
52.0201,Nov-41,721110
9.0903,Nov-98,531110
51,41-1012,492110
52.0201,41-2031,NA
45.0201,41-1012,NA
22.0001,23-2011,541110
14.1901,47-1011,492110
43.0406,41-2031,443142
51.3801,29-1141,621610
1.0103,41-4012,339940
9.01,51-1011,NA
52.1401,21-Nov,722511
52.1001,43-1011,561311
NA,13-2053,522292
52.1001,13-1071,443142
52.0101,13-1141,621399
NA,Nov-98,492110
52.1501,13-1198,492110
52.0201,11-1021,722511
42.0101,21-Nov,722511
NA,41-4011,561499
52.0301,41-2031,447110
51.3801,29-1141,622110
52.1401,25-2012,624410
52.0213,99-9999,531110
43.01,13-1071,561311
9.0903,13-1071,561311
45.0401,35-3041,722511
45.1001,99-9999,NA
24.0102,43-4161,322212
14.0101,27-4012,561311
NA,15-1232,325412
NA,11-1021,522320
3.0103,15-1211,561311
44.0701,21-1023,621420
50.0601,43-1011,445299
52.0801,13-2011,531120
11.0701,15-1256,444130
11.0701,15-1256,444130
40.0501,15-1232,621399
52.0201,43-4051,312111
NA,13-1121,813212
NA,Nov-41,NA
52.1401,41-2031,443142
9.01,Nov-98,441110
31.0501,25-9045,624410
14.0801,21-1093,236220
30,41-1011,NA
23.1401,41-2011,722511
52.0201,43-5071,441110
26.0101,39-5012,NA
52.0203,15-1299,115114
9.01,41-1011,492110
45.0601,Nov-31,531390
52.0201,41-1012,NA
23.0101,25-1099,611110
19.0706,25-9045,624410
50.0901,22-Nov,NA
52.1401,43-4051,561311
42.0101,Nov-31,561311
42.0101,43-4051,561311
45.0201,21-1099,NA
52.0701,13-2041,522110
45.1001,17-2112,541330
19.0504,13-1071,561312
52.1401,41-4012,561710
NA,21-1093,813212
NA,23-2011,523920
14.0701,19-4099,611310
52.1401,13-2072,522292
52.0201,37-3011,541519
42.0101,25-1099,611310
9.01,51-9032,515210
51.2308,Nov-51,722511
14.0101,13-1151,722511
9.01,41-4012,423310
52.0301,13-2011,523920
9.01,25-3097,624410
31.0504,21-Nov,453998
42.0101,41-4012,492110
14.0201,19-4021,611310
5.0105,13-1198,444130
26.0101,25-9044,621111
14.0501,19-4099,611310
24.0101,13-1071,NA
26.0101,43-5071,444130
NA,13-1151,492110
52.0101,53-7062,444130
NA,29-1141,621111
52.0201,51-1011,492110
51.2201,41-2011,444130
52.1401,13-1151,NA
14.2501,Nov-98,492110
