cip6,soc6,naics6
52.0301,13-2011,921130
52.0804,99-9999,NA
45.1101,21-Nov,561599
52.0201,29-2098,NA
42.0101,15-1211,611310
11.0701,19-4099,NA
44.0701,99-9999,NA
9.0102,Nov-81,NA
52.2001,41-9022,531210
52.1401,41-3091,511210
14.1901,17-2141,334413
52.0201,41-9099,541511
NA,11-1021,NA
9.0903,27-3031,541890
11.0101,17-2112,519190
9.0102,43-1011,541820
9.01,Nov-51,NA
52.0201,21-1021,NA
45.0601,13-1161,NA
52.0801,13-2072,NA
14.1001,17-2112,423430
45.0901,51-1011,NA
9.0401,41-4011,NA
26.0202,19-4021,NA
23.0101,22-Nov,423690
NA,19-4099,611310
NA,13-1198,NA
31.0501,21-1093,621610
14.1901,17-1011,524126
4.0201,17-2141,NA
9.01,99-9999,541611
9.0102,25-2022,NA
52.1001,27-3091,NA
9.0903,51-9061,NA
51.3801,29-1141,622110
9.01,19-4099,611310
52.1401,15-1232,NA
50.0701,33-9092,713910
9.01,21-Nov,541191
NA,51-9198,711310
52.1401,41-2031,448310
19.0504,39-9031,NA
51.0701,43-4051,NA
44.0701,43-4051,NA
40.0501,Nov-31,531110
19.0701,39-9011,NA
9.01,43-6012,NA
54.0101,25-2031,NA
19.0701,99-9999,611699
52.0213,Nov-32,236116
9.01,27-1024,NA
42.0101,43-1011,611420
50.0701,47-1011,NA
50.0601,27-3041,NA
42.0101,99-9999,NA
30,25-3097,NA
9.0701,27-2012,NA
26.0101,15-1241,NA
50.0101,43-6014,531110
9.01,35-3031,NA
14.0901,15-1251,445110
50.0401,27-1026,NA
43.01,33-3021,NA
3.0201,13-1071,NA
45.0201,13-1121,NA
NA,13-1198,NA
52.0201,Nov-61,NA
NA,39-2021,NA
45.1101,13-1081,423940
9.0902,43-1011,448120
42.0101,99-9999,NA
26.0101,19-4099,NA
51.3801,29-2053,622210
NA,31-9092,NA
52.0201,43-6013,NA
50.0904,49-9071,624410
52.0201,Nov-98,NA
52.1401,21-Nov,NA
11.0701,15-1251,541713
NA,13-1198,NA
50.1001,15-1256,541511
51.2201,43-6014,611310
14.1901,49-9071,333611
51.3801,29-1141,NA
43.01,33-3021,NA
50.0901,15-1257,541511
45.1001,43-4051,511210
52.0801,41-3031,531390
42.0101,21-1094,611310
NA,13-1161,446110
52.0201,15-1232,621111
42.2815,13-1121,561920
52.0801,43-4131,522310
13.0101,25-2011,611110
27.0101,21-Nov,NA
9.01,99-9999,NA
14.0101,43-4051,532120
14.0801,51-9061,541380
52.2001,49-3023,221114
52.1401,25-3031,611110
52.0201,43-6014,238210
NA,43-4161,541330
52.0301,13-2011,541211
45.1001,13-1198,NA
26.0202,19-4099,611310
26.0101,27-2023,NA
11.0701,15-1256,541512
52.0803,13-2061,561110
51.3801,31-1131,NA
52.0101,11-1011,NA
9.01,41-1011,448310
14.0301,13-1121,NA
9.0902,13-1111,813211
52.0201,43-3031,NA
9.0701,35-3011,NA
9.0701,39-9031,812990
52.1401,41-9022,531210
45.0901,43-6014,813910
52.1001,41-9022,531210
9.01,27-1013,711510
52.1902,41-2031,453998
50.0605,11-Nov,711120
51.2308,27-4021,NA
46,99-9999,NA
52.0701,17-2072,611310
42.0101,99-9999,445110
42.0101,13-1028,445110
14.0701,21-Nov,327910
14.0701,11-1021,NA
14.0901,15-1256,511210
24.0103,21-1021,NA
52.1001,43-3031,622110
NA,11-1021,NA
51.3801,17-1022,NA
45.0401,29-2056,541940
26.0101,Nov-31,NA
26.0101,19-4099,611310
52.0801,13-1111,541611
9.0102,11-1021,NA
52.0201,15-2031,488510
42.0101,13-1071,NA
45.1001,13-2098,NA
31.0501,27-2023,NA
50.0401,35-9031,722511
52.1401,21-Nov,531311
40.0501,19-4042,NA
42.0101,13-1121,NA
9.0903,27-1029,NA
52.1401,41-9011,312120
1.0103,11-1011,NA
45.0201,43-9021,NA
9.01,25-1099,NA
9.0701,27-4011,NA
52.1401,13-1111,541519
43.01,43-1011,NA
NA,Nov-98,524114
26.0202,29-2052,446110
45.0601,Nov-31,NA
4.0601,17-1012,541320
14.0101,51-9061,611310
45.0201,13-1198,813920
14.1001,11-1011,541511
26.0202,27-3023,611310
14.1901,25-1099,611310
42.0101,41-9099,NA
13.0101,25-2052,NA
24.0101,27-3031,NA
50.0702,22-Nov,NA
50.0407,43-4051,NA
45.0601,13-1111,NA
11.0701,17-2141,511210
45.0601,13-1198,488510
52.0201,13-1161,611310
9.0102,99-9999,NA
NA,13-1198,424420
52.1401,35-1012,722511
9.0401,99-9999,NA
24.0101,99-9999,NA
51.3801,29-1141,NA
42.0101,19-4099,611310
52.0301,13-2011,NA
43.01,33-3021,NA
14.0501,39-9031,611310
50.0702,21-1093,811111
19.0504,11-Nov,NA
26.0202,99-9999,NA
42.0101,41-9022,NA
31.0504,37-1012,NA
9.0701,27-4032,NA
23.0101,27-3043,NA
16.0102,25-1099,611699
9.0902,Nov-71,NA
42.0101,39-9011,NA
14.0901,15-1256,511210
13.0101,27-2023,713910
45.1101,43-1011,541330
26.0101,39-9031,621511
11.0701,99-9999,NA
14.1901,15-1232,NA
NA,17-2081,541618
54.0101,25-2058,611110
45.0201,99-9999,NA
52.0201,35-3011,722310
23.0101,13-1151,621511
52.1401,39-9032,NA
11.0701,15-1211,611310
26.0502,15-1211,611310
31.0508,27-3031,NA
44.0701,Nov-41,531110
26.0101,15-1251,NA
31.0504,39-9031,NA
9.01,13-1028,NA
9.0701,99-9999,NA
16.0905,21-1093,811111
13.0101,Nov-98,722513
50.0301,41-4012,NA
52.0301,43-3031,623311
23.0101,27-3042,611210
42.0101,43-4051,524210
45.0201,25-9045,611110
NA,39-3091,711219
9.0903,21-Nov,NA
NA,43-5061,722511
NA,41-4011,NA
NA,29-1126,622110
14.0801,17-2051,926120
23.0101,25-3031,611110
52.0201,41-2031,541511
14.0801,43-9061,926120
11.0701,25-1099,611310
45.0901,11-1021,541990
51.2201,19-5011,NA
19.0701,21-1093,NA
42.0101,19-4099,NA
50.0409,41-2031,NA
NA,33-3021,NA
42.0101,Nov-98,NA
3.0104,Nov-61,NA
NA,27-3041,NA
45.0601,15-1256,541511
51.3801,29-1141,NA
44.0701,21-1093,NA
9.0902,25-1099,NA
19.0706,33-3021,NA
52.1401,41-3091,NA
9.0701,25-9045,NA
43.0102,21-1092,NA
9.0902,43-6011,NA
24.0103,13-1111,926150
11.0701,15-1256,423120
50.0501,25-3021,611110
9.01,13-1161,541990
9.0903,43-6014,NA
31.0504,41-4012,NA
45.0601,15-1232,NA
14.0701,19-4099,611310
NA,21-Nov,NA
23.0101,15-1244,339112
14.1901,19-4099,NA
14.1901,17-3026,NA
45.1101,43-4081,721110
50.0605,43-6014,NA
42.0101,21-1018,621498
52.0201,Nov-41,531390
9.0903,27-3031,NA
51.3801,99-9999,611310
52.0201,43-4051,423910
14.1001,19-1021,NA
52.0201,35-3023,722511
52.0301,43-3031,NA
NA,41-4012,NA
52.0201,27-1024,NA
NA,25-9045,611310
50.0401,11-1021,NA
11.0701,15-1244,511210
52.0201,21-Nov,445110
9.01,27-3031,531210
9.01,11-1011,NA
52.1401,41-2031,NA
NA,11-1021,561730
14.0801,17-3022,926120
9.01,31-9099,485410
NA,31-9092,541940
52.0201,35-1012,NA
31.0501,43-1011,NA
NA,43-6014,NA
52.0101,21-Nov,NA
52.0201,13-1198,531210
9.0902,27-3031,NA
45.1001,23-2011,NA
3.0104,19-2041,541990
45.1001,15-1232,518210
11.0101,15-1256,NA
52.0801,11-1011,611310
5.0107,39-3031,711310
9.01,43-6014,NA
52.1101,11-1011,NA
14.0701,19-4099,NA
51.2207,27-2012,NA
30.2001,21-1093,624221
9.0902,Nov-31,611310
31.0301,27-3031,922110
31.0504,13-1121,611310
42.0101,43-1011,446199
45.1001,99-9999,NA
NA,27-1013,NA
14.0901,11-1011,NA
42.0101,21-1093,NA
45.1101,41-4012,NA
19.0701,15-1232,722320
46,13-2072,NA
23.0101,Nov-61,511210
11.0701,15-1256,NA
13.1001,25-3097,454390
26.0101,41-3091,NA
52.1401,21-Nov,115116
NA,15-1257,NA
51.3801,29-1141,622110
9.01,15-1299,NA
45.0601,41-4012,334111
23.0101,13-1071,611310
54.0101,13-1028,NA
23.0101,27-3041,711510
54.0101,41-2011,NA
45.0201,15-1257,561730
9.01,15-1257,NA
45.0601,27-3031,NA
50.0702,27-1024,NA
NA,41-3091,541613
14.1901,19-4099,NA
52.0201,13-2072,522292
50.0401,27-1025,541310
13.0101,13-2021,NA
26.0101,43-4171,621511
50.0506,27-1011,541511
11.0701,15-1257,NA
NA,29-1228,NA
27.0101,25-2031,NA
51.1201,43-4051,NA
50.0901,27-2099,NA
45.0601,27-4011,NA
31.0501,41-9022,531210
23.0101,25-2031,611110
14.1001,17-2112,423430
52.0201,15-1256,518210
19.0701,21-1093,NA
NA,17-2071,611310
50.0701,35-3011,512131
52.0201,13-2011,921130
52.1401,43-4051,NA
52.0701,43-1011,621111
42.0101,13-1111,NA
45.0201,13-1111,NA
51.3801,29-1141,NA
5.0108,Nov-98,711130
52.0801,13-1111,541511
45.0601,43-9199,541191
30.4101,13-1198,541690
NA,43-6014,NA
51.3801,29-1141,621111
52.1401,21-Nov,541870
9.01,27-4032,722310
45.1101,41-3091,237310
54.0101,41-3031,541519
52.0201,41-3091,541511
52.1001,13-1011,721110
54.0101,99-9999,NA
52.1401,35-9021,722511
NA,29-1031,NA
50.0703,13-1151,813319
44.0701,13-1121,NA
52.1101,41-4012,NA
23.0101,43-6014,611310
52.0201,13-1071,111150
52.1401,27-3031,722513
50.0401,27-3031,332312
9.01,41-2011,722511
54.0101,35-3011,611310
11.0101,43-1011,NA
9.0102,41-9041,NA
52.0201,22-Nov,451110
9.01,41-1011,448310
45.0601,13-1161,524210
52.1401,25-2022,512110
4.0301,13-1111,NA
9.01,Nov-31,NA
54.0101,25-2021,611110
9.0102,43-9061,512110
31.0501,27-2022,NA
50.0908,51-1011,NA
NA,17-1022,541370
9.01,13-1121,NA
52.0804,49-1011,NA
50.0706,13-1161,NA
NA,27-1029,NA
11.0701,35-1011,NA
9.0701,27-2012,NA
9.0102,21-Nov,238220
NA,27-4031,NA
52.1201,13-1111,541618
42.0101,13-1111,NA
52.0201,13-2011,921130
9.0102,15-1257,611710
19.0504,29-1031,621399
45.0901,43-6011,NA
26.0101,11-1021,722511
NA,29-2018,NA
52.0201,41-9022,531210
31.0501,31-2021,622310
9.0102,27-2012,NA
45.1201,43-6014,236116
52.0201,11-Nov,813910
40.0501,25-3097,611310
NA,15-2098,NA
9.01,15-1232,541511
45.0701,35-2014,NA
50.0512,27-1024,NA
9.01,43-6011,NA
40.0501,35-3031,NA
26.1501,19-3051,NA
45.1001,41-2011,611310
26.0101,99-9999,NA
52.1401,13-1121,813920
52.0301,43-3011,423990
11.0101,21-Nov,323111
50.0401,15-1257,NA
NA,11-1011,NA
NA,15-1232,621340
9.0903,Nov-31,454390
24.0101,25-2022,NA
52.0201,41-4011,541519
19.0701,51-9198,NA
19.0701,39-9011,NA
25.0101,15-1232,NA
25.0101,27-1022,NA
NA,41-2031,448310
14.1001,13-1041,611310
27.0101,29-1125,NA
46,21-Nov,238910
9.0903,41-2031,441110
45.0901,19-4099,NA
52.0201,19-4051,812112
23.0101,27-3041,NA
26.0101,29-2041,921190
45.1201,27-3031,NA
45.1101,13-1111,111421
45.1101,43-1011,NA
9.0903,15-1232,NA
19.0504,41-1012,624110
13.0101,13-1121,NA
9.0902,35-3011,NA
42.0101,35-3011,NA
52.1001,27-3031,712110
45.1101,21-1093,624310
52.0201,15-1232,NA
9.01,43-1011,NA
9.0903,43-5021,424420
11.0701,15-1256,423430
26.0202,13-1111,NA
9.01,39-9011,112320
45.0601,41-9022,531210
11.0701,15-1212,NA
27.0301,15-1251,541511
31.0501,29-2041,621493
51.3801,11-1021,621511
13.0101,Nov-98,611110
42.0101,19-4099,611310
9.01,43-6011,541810
14.1001,41-9031,334118
45.0601,13-1161,811412
14.1001,41-2031,445110
19.0701,Nov-71,722320
51.0701,43-9061,561440
4.0201,99-9999,541310
52.0101,39-9032,NA
26.1501,25-9044,611310
9.01,15-1257,511210
52.0301,43-3031,517312
NA,33-1099,551111
9.0903,13-1121,611310
52.1001,13-1198,611710
23.0101,43-4051,813910
NA,15-1257,445110
52.0801,15-1232,NA
52.0801,13-2011,NA
52.1401,21-Nov,445291
43.0102,33-3021,NA
NA,25-3031,611110
42.0101,27-4021,NA
19.0701,25-2011,611110
52.1902,99-9999,423220
50.0501,Nov-98,NA
14.2501,51-1011,813910
50.0601,27-3041,NA
14.0801,17-2051,541330
31.0501,31-9011,812199
42.0101,43-4051,NA
9.0701,11-1011,NA
9.0701,27-2012,NA
26.0101,31-9092,NA
9.01,27-3023,NA
9.0903,41-3091,541618
9.0903,27-3031,NA
54.0101,43-6014,611110
NA,21-1093,NA
51.3801,29-1141,622110
52.1401,99-9999,454110
52.0301,13-2011,921130
42.0101,99-9999,611310
9.0902,21-Nov,NA
45.0605,43-1011,424420
40.0501,35-3031,NA
44.0501,19-4099,NA
51.2201,Nov-61,923120
50.0901,25-3097,NA
52.1401,13-1071,722310
45.1001,99-9999,926120
NA,29-1292,NA
51.3801,29-1141,NA
42.0101,25-3097,611110
9.01,27-3031,531390
52.0101,13-Nov,NA
52.0201,43-6014,NA
26.0101,21-1093,611310
51.3801,29-1141,NA
45.0201,29-2056,112990
NA,33-3021,NA
NA,43-6014,NA
52.1401,22-Nov,NA
43.01,43-3021,922130
45.1101,21-Nov,NA
4.0201,Nov-32,236220
42.0101,21-1012,611310
50.1001,27-3043,NA
11.0701,15-1256,541512
26.0101,27-1024,611310
NA,99-9999,624410
52.1401,35-9031,NA
52.0201,43-4051,812990
30,Nov-98,444130
9.0701,13-1198,561599
9.0902,13-1121,NA
13.0101,25-2021,611110
13.0301,25-2021,611110
52.2001,13-1198,236220
9.0903,25-3097,NA
52.0201,99-9999,448310
26.0101,41-9022,NA
50.0706,15-1257,NA
52.0201,27-2012,NA
45.0601,31-9092,NA
9.01,13-1028,531190
13.0101,25-2052,611110
14.1901,17-2199,423430
3.0501,37-3013,561730
31.0508,25-3097,611110
45.0601,Nov-31,NA
1,Nov-51,452319
52.0201,13-1161,541611
52.0201,27-3031,NA
52.0201,41-4012,NA
51.2207,39-9031,611310
51.2201,29-2018,621999
42.0101,29-2098,NA
NA,21-Nov,621493
14.2501,17-2171,541330
52.0213,13-1041,NA
52.0101,25-1099,921190
50.0101,35-3031,NA
45.0901,21-1012,611310
4.0601,17-1012,NA
31.0501,41-1011,NA
45.0701,15-1299,921190
50.0605,Nov-31,445110
NA,47-1011,238160
26.0502,99-9999,NA
9.01,43-6011,NA
4.0201,17-2112,236220
16.0402,43-6014,NA
27.0501,53-6021,NA
9.01,13-1161,518210
31.0501,39-9031,NA
9.0701,25-4022,561920
26.0701,19-1031,921190
45.1101,13-1111,NA
11.0701,15-1256,NA
9.0701,27-3041,NA
42.0101,21-1093,624190
23.0101,Nov-98,621399
52.0801,13-1071,541690
43.01,33-3021,NA
1.0103,53-3033,424420
16.0904,43-4081,NA
43.0406,35-3011,722410
NA,11-1021,541191
26.0101,43-6014,NA
50.0904,21-1012,NA
15.0305,41-3031,NA
23.0101,27-3042,423430
NA,Nov-31,541820
26.0101,99-9999,923120
45.0901,13-1041,611310
NA,25-1099,611310
NA,29-2053,621498
51,43-9061,NA
26.0901,13-1121,622110
4.0301,17-1011,541310
26.0101,39-9031,NA
52.0201,13-1111,561990
45.0601,25-2012,NA
11.0701,43-5031,NA
16.0905,43-6014,541110
9.0102,41-9099,445110
52.1001,43-6011,NA
26.0101,41-3021,NA
9.0701,27-3041,541613
11.0701,41-4011,541519
9.01,43-6014,611710
52.0201,41-9022,531210
50.0901,99-9999,515210
NA,99-9999,NA
52.1401,43-1011,NA
13.1001,39-9032,713910
9.0903,41-3091,518210
9.0903,43-6014,NA
52.0201,13-1198,NA
50.0501,29-2081,621111
52.1001,11-1011,NA
52.0213,Nov-41,237210
42.0101,21-1093,624110
26.0101,19-2031,NA
45.0901,23-1012,541110
50.0601,19-4099,541519
52.0201,43-6011,531390
26.0101,29-2057,NA
45.0601,21-Nov,541990
38.0101,31-1128,624120
54.0101,43-9041,524210
16.1101,13-1121,NA
50.0701,15-1244,928110
52.0201,17-2199,NA
9.0903,43-4051,541519
9.0903,27-3031,NA
23.1302,25-2058,611691
14.0101,17-2141,339999
NA,25-2021,611110
42.0101,15-1232,NA
45.0401,23-2011,519190
3.0104,53-3033,722511
52.1201,15-1299,NA
51.3801,29-1141,622110
45.0201,13-1161,424910
NA,41-9022,NA
51.3801,29-1141,611310
51.3801,29-1141,NA
52.0801,11-1011,NA
23.0101,Nov-98,NA
26.0202,19-4099,611310
26.1301,13-1161,611310
23.0101,43-6012,423610
43.0102,41-3031,531311
23.0101,13-1161,NA
50.0506,39-7018,561520
23.0101,43-6014,NA
23.0101,13-1161,NA
23.0101,43-4051,NA
43.01,41-1011,NA
14.1901,17-2051,NA
52.0801,13-2061,561110
11.0101,15-1211,NA
31.0504,25-9044,NA
14.0801,99-9999,NA
14.0901,17-2071,NA
26.0101,15-1232,NA
52.0801,41-9022,812990
26.0202,31-9092,NA
52.2001,49-9021,238210
42.0101,13-1121,NA
3.0101,11-1011,NA
23.0101,25-3097,611691
26.021,41-9011,NA
NA,41-3091,531190
19.0701,13-1161,NA
10.0304,43-9061,611699
23.0101,25-3097,NA
3.0103,13-1071,NA
9.0102,43-4051,NA
42.0101,25-2052,NA
51.3801,29-1141,562111
40.0501,43-4081,611310
27.0101,15-1241,NA
52.0801,13-2072,522130
52.1001,Nov-98,NA
42.0101,33-9021,517919
52.1401,27-3023,453998
9.01,43-3031,541620
23.0101,Nov-98,NA
45.1101,13-1198,624310
14.0701,17-2112,423430
26.0101,Nov-98,NA
52.0201,43-3021,621999
14.3501,41-3021,531210
11.0701,15-1211,484110
45.1001,13-1161,NA
13.0301,25-3031,611110
42.0101,31-1128,NA
4.0201,Nov-98,541320
14.0801,43-9061,926120
NA,31-9096,541940
52.1401,27-3031,327910
23.0101,Nov-31,NA
NA,43-6014,NA
52.0801,27-3031,812990
52.1401,13-1071,541330
9.01,27-1024,NA
42.0101,13-1111,NA
30.3301,39-9041,NA
9.0102,13-1161,NA
NA,Nov-98,NA
52.1401,21-Nov,541512
52.0201,47-2031,531311
54.0101,43-4051,NA
52.0201,13-1028,445110
NA,35-1011,NA
9.0701,53-7065,NA
54.0101,25-9045,NA
5.0107,27-3031,813211
52.0201,43-6011,524210
51.3801,29-1141,NA
52.0101,43-1011,532490
13.0101,25-3097,NA
11.0701,15-1257,NA
27.0101,13-1111,541611
52.0201,Nov-31,NA
42.0101,51-3011,NA
9.0402,43-5061,NA
NA,43-6014,523930
42.0101,11-1021,NA
52.1201,11-1011,NA
50.0706,51-9198,611310
26.0101,11-Nov,611310
45.0601,13-1111,236116
19.0701,43-3031,561110
31.0501,49-3023,333413
25.0101,15-1211,NA
42.0101,15-1244,NA
NA,22-Nov,484121
50.0401,27-1025,236115
NA,21-1093,624410
24.0101,23-1012,NA
52.0801,13-1041,237310
9.01,41-9022,531210
9.01,27-2011,NA
24.0101,25-1099,611110
NA,27-3031,NA
50.0401,43-5031,921190
51.3801,29-1141,NA
45.1101,33-3051,611310
52.0201,11-1021,NA
3.0103,13-1041,NA
23.0101,25-2021,923110
14.1001,17-2112,334413
52.1401,13-1071,NA
19.0504,29-1031,711219
11.0701,15-1256,541512
9.0903,13-1161,NA
5.0203,Nov-31,611310
52.0213,41-2031,NA
45.0601,15-2098,452210
26.0202,13-1111,541618
NA,99-9999,445110
14.0101,15-1256,NA
23.0101,27-4021,NA
52.0201,Nov-31,531312
9.0903,15-1232,541890
50.0401,Nov-41,NA
52.0201,13-1198,238330
9.0102,21-1099,NA
14.0801,29-2034,NA
50.0409,27-1024,541613
26.021,11-1021,621111
52.0101,15-1256,611691
23.0101,Nov-81,NA
NA,27-1024,713940
NA,11-1011,541611
23.0101,99-9999,NA
52.1401,41-9011,NA
51.2201,11-Nov,921190
14.1001,11-1011,NA
52.1001,43-6011,523999
14.0501,17-2112,334413
NA,11-1011,NA
50.0901,29-1129,621610
52.0201,13-2072,522292
11.0701,15-1245,541613
52.0101,41-3091,NA
45.1001,25-9045,NA
9.0701,13-1071,561320
50.0501,Nov-41,238210
52.0201,13-1151,611310
52.1902,41-1011,339920
3.0104,99-9999,NA
52.0201,31-1128,NA
42.0101,31-9092,NA
50.0904,43-1011,711310
52.0201,21-Nov,NA
50.0401,15-1232,541618
45.0901,13-1121,NA
14.1901,41-9022,812990
23.0101,11-1021,NA
26.0801,31-9092,NA
9.01,11-Nov,NA
26.0202,19-1021,NA
54.0101,43-4051,524210
50.0706,27-2012,NA
9.01,17-2112,NA
52.0801,13-2098,541511
9.0902,99-9999,445110
52.0201,11-1021,NA
11.0701,13-1161,NA
31.0501,13-1151,713940
51.3801,43-1011,NA
42.0101,41-4012,524298
3.0104,41-9022,531210
9.01,25-3011,NA
14.0801,17-3022,926120
9.01,27-1024,423940
51.3801,29-1141,622110
23.0101,35-9031,722511
42.0101,21-Nov,NA
27.0101,15-1256,541511
11.0701,15-1256,541511
52.0801,11-1021,519110
9.0903,27-3031,541820
52.0801,11-1021,523930
9.01,27-3031,531110
23.0101,27-3023,NA
45.0601,41-2031,339920
52.1401,27-4021,NA
52.0201,22-Nov,518210
14.0101,17-2011,541715
NA,15-1256,519190
52.1304,15-2011,541990
11.0701,15-1256,NA
44.0701,21-Nov,315990
45.1001,43-1011,541110
11.0701,99-9999,NA
45.0601,41-3031,NA
42.0101,43-6013,621330
27.0101,43-1011,561311
16.1101,25-9044,611310
52.0201,15-1244,NA
NA,19-1042,621999
52.0201,35-3031,722310
9.01,Nov-31,611699
52.2001,Nov-41,531311
19.0504,35-3031,722511
38.0101,53-3058,424420
43.01,21-1092,NA
45.0201,15-1244,813219
52.0101,27-3031,NA
19.0101,31-1128,531390
31.0501,29-1031,NA
50.0904,11-Nov,NA
52.0701,45-2093,NA
45.0601,21-1093,813410
24.0102,Nov-41,531312
52.0301,13-2011,518210
52.0301,13-2011,921130
50.0908,25-3021,NA
NA,33-9032,922120
9.01,27-3031,541820
42.0101,43-1011,522130
NA,29-1051,515210
43.0102,43-6014,NA
NA,99-9999,NA
14.0501,17-2031,611310
26.0101,25-2031,611110
26.0101,25-3097,114112
9.0102,13-1121,711510
50.0404,17-2112,541690
15.0305,41-9022,531110
42.0101,43-4171,NA
NA,99-9999,NA
51.0001,43-6013,NA
14.0701,Nov-31,541512
52.1501,41-9022,531210
14.2501,17-2171,721110
52.0301,33-1012,928110
52.0301,13-2011,541211
50.0401,27-1024,NA
NA,43-6013,621111
45.0601,27-3031,532111
52.0101,43-1011,713940
52.1401,43-4111,NA
54.0101,15-1256,NA
26.021,53-3032,611310
9.0701,11-1011,515112
45.1001,13-1151,611310
24.0102,15-1232,NA
14.0401,19-4099,NA
19.0706,Nov-98,NA
27.0101,13-1198,522320
14.0801,17-2061,561720
NA,43-4121,611310
45.1001,31-9092,NA
19.0504,13-1151,448310
52.1401,13-1028,511210
19.0101,33-9021,NA
50.0702,51-1011,448310
52.0201,11-1021,NA
51.3801,29-1141,NA
22.0001,43-5061,NA
50.0703,27-1024,NA
26.0101,25-1099,NA
3.0103,25-3031,NA
9.01,25-2052,624410
52.1401,41-2031,425110
9.01,27-1024,NA
NA,43-4071,541110
31.0101,37-2021,561710
9.01,43-4051,445110
19.0701,19-4099,NA
52.0801,41-9041,541618
52.0201,41-2031,453998
26.0202,25-3097,NA
NA,13-1198,454390
45.1001,15-1232,922120
52.0301,13-2011,921130
9.01,13-1071,561720
51.2207,11-Nov,621340
14.0901,13-1111,541618
42.0101,23-1012,541110
45.1101,99-9999,624210
52.0203,13-1028,NA
50.0701,39-9011,NA
19.0504,53-3031,445110
NA,Nov-32,611110
13.0101,25-9045,611110
26.0101,33-1012,928110
50.0908,25-3021,611610
52.1401,21-Nov,NA
26.0101,15-1221,NA
54.0101,23-1012,541110
9.0902,99-9999,541820
NA,99-9999,NA
50.0401,21-1018,NA
52.0213,27-3031,NA
23.0101,43-6011,813319
11.0701,25-9045,NA
45.1101,43-6011,611110
51.3801,39-9011,NA
9.0902,43-6014,NA
50.0301,43-4051,NA
NA,43-6014,NA
52.0201,15-1257,334413
9.0401,27-3023,511110
38.0101,11-1011,NA
52.0301,13-2011,921130
50.0501,13-1121,NA
52.0101,11-1021,621111
52.0201,29-2053,NA
26.0101,29-2052,446110
24.0101,11-1021,423450
11.0701,43-3031,611310
16.12,25-1099,NA
14.0701,17-2199,423430
26.0101,99-9999,NA
52.0201,21-Nov,541820
40.0601,15-1299,NA
52.0804,11-1011,NA
51.3801,29-1141,622110
9.0903,27-3031,611310
42.0101,19-4099,NA
31.0504,11-1021,NA
45.0901,25-1099,NA
9.0902,39-9011,624110
14.0901,15-1256,NA
31.0504,11-1021,611691
9.0701,25-1099,611310
14.0701,43-9061,926120
11.0701,15-1256,NA
52.0801,13-2061,561110
26.0502,19-4099,541713
14.1901,Nov-98,926120
9.0102,41-3091,541511
14.0801,15-1256,541330
9.01,31-9094,NA
26.021,21-Nov,NA
11.0701,Nov-41,541690
44.0701,21-1022,NA
14.1401,19-2041,NA
51.3801,29-1141,621111
52.0801,13-2098,213112
26.0101,Nov-31,NA
52.0201,41-3091,488510
50.0301,25-1099,NA
52.0201,99-9999,928110
52.1401,13-1161,511210
51.3801,29-1141,622110
52.0803,99-9999,NA
42.0101,19-4099,NA
40.0601,27-3031,NA
11.0701,15-1256,721199
13.0101,25-3031,611110
9.0902,11-1021,NA
11.0701,15-1256,519130
14.1901,17-2171,NA
52.0201,13-1071,522220
54.0101,15-1244,541690
52.0301,13-2011,921130
31.0501,43-6014,531210
14.0501,11-1011,454390
26.1501,15-1256,NA
52.0201,11-1011,722330
NA,21-1021,NA
51.1201,39-9011,NA
42.0101,21-1093,624310
40.0601,15-1232,NA
27.0101,25-2031,NA
50.0705,27-1024,NA
50.0601,11-1011,NA
9.0903,13-1161,NA
23.0101,41-2031,445310
52.0301,13-2011,NA
23.0101,Nov-98,NA
52.0203,15-1256,541611
9.0903,11-Nov,NA
NA,Nov-41,NA
52.0201,22-Nov,NA
50.0409,27-1024,519130
42.0101,27-3031,622110
52.0801,43-4051,NA
50.0401,15-1299,NA
9.0401,25-9045,NA
NA,13-2011,541211
3.0104,13-1041,NA
52.0201,41-9022,NA
9.0903,15-1256,541810
42.0101,29-1141,611310
45.1001,41-1011,424410
NA,41-9022,531110
14.3501,17-2112,423430
51.2201,31-9092,621111
52.1401,13-1161,423690
42.0101,41-2011,722310
14.1901,17-2011,NA
45.1001,15-1232,NA
42.0101,Nov-31,NA
52.0201,13-1198,423990
26.0101,25-9045,611310
52.0201,21-1093,921190
14.1901,17-2141,541330
45.1001,13-1198,541511
NA,27-2023,NA
9.0701,27-1024,NA
52.0213,27-3023,NA
5.0125,25-2031,NA
13.0101,25-2021,NA
52.0201,43-4051,NA
26.1501,29-2041,621493
31.0501,51-9161,NA
42.0101,13-1151,445110
26.0101,27-3031,NA
52.1401,22-Nov,312120
14.1901,15-1299,517911
43.01,51-9061,NA
9.0903,11-1011,NA
30.2001,Nov-98,531210
52.0201,41-9022,531210
11.0701,15-1256,NA
16.0905,21-Nov,928110
42.0101,33-9021,NA
52.0201,11-1021,NA
52.0201,13-2011,921190
27.0301,13-2052,NA
14.1901,99-9999,611310
23.0101,13-1161,323111
51.3801,29-1141,722511
9.01,Nov-31,NA
9.01,23-1012,541110
26.0101,29-2053,622110
31.0501,29-1128,NA
19.0701,13-1041,NA
42.0101,13-1071,NA
11.0701,25-2031,NA
9.01,13-1121,541990
NA,43-1011,445110
